[*] Binary protection state of iwcontrol

  
  	No RELRO       No Canary found   NX disabled  No PIE       No RPATH     No RUNPATH   No Symbols


[*] Function fprintf tear down of iwcontrol

    ; assembly                               | /* r2dec pseudo code output */
    0x00402140 addu v0, v0, v1               |             v0 += v1;
    0x00402144 addiu a0, a0, -0x6668         |             a0 += -0x6668;
    0x00402148 sll v0, v0, 2                 |             v0 <<= 2;
    0x0040214c lw t9, -0x7e68(gp)            |             t9 = sym.imp.strcpy;
    0x00402150 lw a1, (s1)                   |             a1 = *(s1);
    0x00402154 addu a0, v0, a0               |             a0 = v0 + a0;
    0x00402158 jalr t9                       |             t9 ();
    0x0040215c lw v0, -0x6fb0(s3)            |             v0 = *((s3 - 7148));
    0x00402160 lw gp, 0x10(sp)               |             gp = *(var_10h);
    0x00402164 addiu v0, v0, 1               |             v0++;
    0x00402168 sw v0, -0x6fb0(s3)            |             *((s3 - 7148)) = v0;
    0x0040216c b 0x4021a8                    |             
                                             |         } else {
    0x00402170 lw a0, -0x7fdc(gp)            |             a0 = *(gp);
    0x00402174 move a1, s0                   |             a1 = s0;
                                             |             /* esilref: 'poll' */
    0x00402178 addiu a0, a0, 0x7444          |             a0 += 0x7444;
    0x0040217c jalr t9                       |             t9 ();
    0x00402180 addiu v1, zero, 1             |             v1 = 1;
    0x00402184 lw gp, 0x10(sp)               |             gp = *(var_10h);
    0x00402188 sw v1, 0x54(sp)               |             *(var_54h) = v1;
                                             |             if (v0 != 0) {
    0x0040218c beqz v0, 0x4021a4             |                 
    0x00402190 lw a0, -0x7fdc(gp)            |                 a0 = *(gp);
    0x00402194 lw a1, (s5)                   |                 a1 = *(s5);
    0x00402198 lw t9, -0x7e74(gp)            |                 t9 = sym.imp.printf;
                                             |                 /* esilref: 'Usage: &s [wlan0] [wlan1] ... 
' */
    0x0040219c addiu a0, a0, 0x744c          |                 a0 += 0x744c;
    0x004021a0 b 0x40258c                    |                 goto label_3;
                                             |             }
    0x004021a4 addiu s2, s2, 1               |             s2++;
                                             |         }
    0x004021a8 slt v0, s2, s4                |         v0 = (s2 < s4) ? 1 : 0;
    0x004021ac addiu s1, s1, 4               |         s1 += 4;
    0x004021b0 bnez v0, 0x4020d8             |         
                                             |     } while (v0 != 0);
                                             | label_1:
    0x004021b4 lw fp, -0x7fe8(gp)            |     fp = *((gp - 8186));
    0x004021b8 lw v0, -0x6fb0(fp)            |     v0 = *((fp - 7148));
                                             |     if (v0 == 0) {
    0x004021bc bnez v0, 0x4021d4             |         
    0x004021c0 nop                           |         
    0x004021c4 lw a0, -0x7fdc(gp)            |         a0 = *(gp);
    0x004021c8 lw t9, -0x7ea8(gp)            |         t9 = sym.imp.puts;
                                             |         /* esilref: 'At least one wlan interface should be binded' */
    0x004021cc addiu a0, a0, 0x746c          |         a0 += 0x746c;
    0x004021d0 b 0x40220c                    |         
                                             |     } else {
    0x004021d4 lw s3, -0x7fe8(gp)            |         s3 = *((gp - 8186));
    0x004021d8 lw s4, -0x7fe8(gp)            |         s4 = *((gp - 8186));
    0x004021dc lw s5, -0x7fe8(gp)            |         s5 = *((gp - 8186));
    0x004021e0 addiu a0, s3, -0x6db0         |         a0 = s3 + -0x6db0;
    0x004021e4 lw t9, -0x7ec4(gp)            |         t9 = sym.parsing_var_pid;
    0x004021e8 addiu a1, s4, -0x65a0         |         a1 = s4 + -0x65a0;
    0x004021ec addiu a2, s5, -0x64b0         |         a2 = s5 + -0x64b0;
    0x004021f0 jalr t9                       |         t9 ();
    0x004021f4 lw gp, 0x10(sp)               |         gp = *(var_10h);
                                             |         if (v0 >= 0) {
    0x004021f8 bgez v0, 0x40221c             |             goto label_4;
                                             |         }
    0x004021fc nop                           |         
    0x00402200 lw a0, -0x7fdc(gp)            |         a0 = *(gp);
    0x00402204 lw t9, -0x7ea8(gp)            |         t9 = sym.imp.puts;
                                             |         /* esilref: 'parsing pid failed' */
    0x00402208 addiu a0, a0, 0x749c          |         a0 += 0x749c;
                                             |     }
    0x0040220c jalr t9                       |     t9 ();
    0x00402210 nop                           |     
    0x00402214 b 0x402594                    |     goto label_5;
    0x00402218 nop                           |     
                                             | label_4:
    0x0040221c lw s0, -0x6fa0(s6)            |     s0 = *((s6 - 7144));
    0x00402220 addiu s1, zero, -1            |     s1 = -1;
                                             |     if (s0 != 0) {
    0x00402224 beqz s0, 0x40227c             |         
    0x00402228 lw t9, -0x7fac(gp)            |         t9 = sym.imp.open;
    0x0040222c move a0, s0                   |         a0 = s0;
    0x00402230 addiu a1, zero, 0x101         |         a1 = 0x101;
    0x00402234 addiu a2, zero, 0x1a4         |         a2 = 0x1a4;
    0x00402238 jalr t9                       |         t9 ();
    0x0040223c lw gp, 0x10(sp)               |         gp = *(var_10h);
    0x00402240 move s1, v0                   |         s1 = v0;
                                             |         if (v0 < 0) {
    0x00402244 bgez v0, 0x402264             |             
    0x00402248 lw a0, -0x7fdc(gp)            |             a0 = *(gp);
    0x0040224c move a1, s0                   |             a1 = s0;
    0x00402250 lw t9, -0x7e74(gp)            |             t9 = sym.imp.printf;
                                             |             /* esilref: 'Unable to open pidfile &s
' */
    0x00402254 addiu a0, a0, 0x74b0          |             a0 += 0x74b0;
    0x00402258 jalr t9                       |             t9 ();
    0x0040225c b 0x402278                    |             goto label_6;
    0x00402260 nop                           |             
                                             |         }
    0x00402264 lw t9, -0x7f44(gp)            |         t9 = sym.imp.lockf;
    0x00402268 move a0, v0                   |         a0 = v0;
    0x0040226c addiu a1, zero, 1             |         a1 = 1;
    0x00402270 move a2, zero                 |         a2 = 0;
    0x00402274 jalr t9                       |         t9 ();
                                             | label_6:
    0x00402278 lw gp, 0x10(sp)               |         gp = *(var_10h);
                                             |     }
    0x0040227c lw t9, -0x7f9c(gp)            |     t9 = sym.imp.daemon;
    0x00402280 move a0, zero                 |     a0 = 0;
    0x00402284 addiu a1, zero, 1             |     a1 = 1;
    0x00402288 jalr t9                       |     t9 ();
    0x0040228c addiu v1, zero, -1            |     v1 = -1;
    0x00402290 lw gp, 0x10(sp)               |     gp = *(var_10h);
                                             |     if (v0 == v1) {
    0x00402294 bne v0, v1, 0x4022b8          |         
    0x00402298 nop                           |         
    0x0040229c lw a0, -0x7fdc(gp)            |         a0 = *(gp);
    0x004022a0 lw t9, -0x7ea8(gp)            |         t9 = sym.imp.puts;
                                             |         /* esilref: 'fork iwcontrol error!' */
    0x004022a4 addiu a0, a0, 0x74cc          |         a0 += 0x74cc;
    0x004022a8 jalr t9                       |         t9 ();
    0x004022ac lw gp, 0x10(sp)               |         gp = *(var_10h);
    0x004022b0 addiu a0, zero, 1             |         a0 = 1;
    0x004022b4 b 0x402574                    |         goto label_7;
                                             |     }
                                             |     if (s1 >= 0) {
    0x004022b8 bltz s1, 0x402344             |         
    0x004022bc nop                           |         
    0x004022c0 lw a1, -0x7fdc(gp)            |         a1 = *(gp);
    0x004022c4 move a0, s1                   |         a0 = s1;
    0x004022c8 lw t9, -0x7f1c(gp)            |         t9 = sym.imp.fdopen;
    0x004022cc addiu a1, a1, 0x74e4          |         a1 += 0x74e4;
    0x004022d0 jalr t9                       |         t9 ();
    0x004022d4 lw gp, 0x10(sp)               |         gp = *(var_10h);
    0x004022d8 move s0, v0                   |         s0 = v0;
                                             |         if (v0 != 0) {
    0x004022dc beqz v0, 0x40231c             |             
    0x004022e0 lw t9, -0x7e90(gp)            |             t9 = sym.imp.getpid;
    0x004022e4 jalr t9                       |             t9 ();
    0x004022e8 nop                           |             
    0x004022ec move a0, s0                   |             a0 = s0;
    0x004022f0 lw gp, 0x10(sp)               |             gp = *(var_10h);
    0x004022f4 move a2, v0                   |             a2 = v0;
    0x004022f8 lw a1, -0x7fdc(gp)            |             a1 = *(gp);
[31m    0x004022fc lw t9, -0x7ef0(gp)            |             t9 = sym.imp.fprintf;[0m
                                             |             /* esilref: '&d
' */
    0x00402300 addiu a1, a1, 0x74e8          |             a1 += 0x74e8;
    0x00402304 jalr t9                       |             t9 ();
    0x00402308 lw gp, 0x10(sp)               |             gp = *(var_10h);
    0x0040230c lw t9, -0x7f48(gp)            |             t9 = sym.imp.fclose;
    0x00402310 move a0, s0                   |             a0 = s0;
    0x00402314 jalr t9                       |             t9 ();
    0x00402318 lw gp, 0x10(sp)               |             gp = *(var_10h);
                                             |         }
    0x0040231c lw t9, -0x7f44(gp)            |         t9 = sym.imp.lockf;
    0x00402320 move a0, s1                   |         a0 = s1;
    0x00402324 addiu a1, zero, 2             |         a1 = 2;
    0x00402328 move a2, zero                 |         a2 = 0;
    0x0040232c jalr t9                       |         t9 ();
    0x00402330 lw gp, 0x10(sp)               |         gp = *(var_10h);
    0x00402334 lw t9, -0x7fc8(gp)            |         t9 = sym.imp.close;
    0x00402338 move a0, s1                   |         a0 = s1;
    0x0040233c jalr t9                       |         t9 ();
    0x00402340 lw gp, 0x10(sp)               |         gp = *(var_10h);
                                             |     }
    0x00402344 lw a0, -0x7fe8(gp)            |     a0 = *((gp - 8186));
    0x00402348 lw s1, -0x7fe8(gp)            |     s1 = *((gp - 8186));
    0x0040234c lw t9, -0x7f40(gp)            |     t9 = sym.iw_init_sendBuf;
    0x00402350 addiu a0, a0, -0x6ca8         |     a0 += -0x6ca8;
    0x00402354 jalr t9                       |     t9 ();
    0x00402358 lw v0, -0x6fb4(s1)            |     v0 = *((s1 - 7149));
    0x0040235c lw gp, 0x10(sp)               |     gp = *(var_10h);
                                             |     if (v0 == 0) {
    0x00402360 beqz v0, 0x4023e4             |         goto label_8;
                                             |     }
    0x00402364 nop                           |     
    0x00402368 move s2, zero                 |     s2 = 0;
                                             |     if (v0 <= 0) {
    0x0040236c blez v0, 0x4023e4             |         goto label_8;
                                             |     }
    0x00402370 move s0, zero                 |     s0 = 0;
                                             |     do {
    0x00402374 lw a2, -0x7fe8(gp)            |         a2 = *((gp - 8186));
    0x00402378 addiu a0, sp, 0x18            |         a0 = sp + 0x18;
    0x0040237c lw a1, -0x7fdc(gp)            |         a1 = *(gp);
    0x00402380 addiu s2, s2, 1               |         s2++;
    0x00402384 lw t9, -0x7f68(gp)            |         t9 = sym.imp.sprintf;
    0x00402388 addiu a2, a2, -0x6da8         |         a2 += -0x6da8;
    0x0040238c addu a2, s0, a2               |         a2 = s0 + a2;
                                             |         /* esilref: '/var/auth-&s.fifo' */
    0x00402390 addiu a1, a1, 0x74ec          |         a1 += 0x74ec;
    0x00402394 jalr t9                       |         t9 ();
    0x00402398 addiu a0, zero, 0x14          |         a0 = 0x14;
    0x0040239c lw gp, 0x10(sp)               |         gp = *(var_10h);
    0x004023a0 addiu a2, sp, 0x18            |         a2 = sp + 0x18;
    0x004023a4 lw a1, -0x7fdc(gp)            |         a1 = *(gp);
    0x004023a8 lw t9, -0x7efc(gp)            |         t9 = sym.iw_message;
                                             |         /* esilref: 'open auth fifo &s
' */
    0x004023ac addiu a1, a1, 0x7500          |         a1 += 0x7500;
    0x004023b0 jalr t9                       |         t9 ();
    0x004023b4 addiu a0, s3, -0x6db0         |         a0 = s3 + -0x6db0;
    0x004023b8 lw gp, 0x10(sp)               |         gp = *(var_10h);
    0x004023bc addu a0, s0, a0               |         a0 = s0 + a0;
    0x004023c0 addiu a1, sp, 0x18            |         a1 = sp + 0x18;
    0x004023c4 lw t9, -0x7f7c(gp)            |         t9 = sym.iw_init_fifo;
    0x004023c8 addiu s0, s0, 0x18            |         s0 += 0x18;
    0x004023cc jalr t9                       |         t9 ();
    0x004023d0 lw v0, -0x6fb4(s1)            |         v0 = *((s1 - 7149));
    0x004023d4 lw gp, 0x10(sp)               |         gp = *(var_10h);
    0x004023d8 slt v0, s2, v0                |         v0 = (s2 < v0) ? 1 : 0;
    0x004023dc bnez v0, 0x402374             |         
                                             |     } while (v0 != 0);
    0x004023e0 nop                           |     
                                             | label_8:
    0x004023e4 lw v0, -0x7fe8(gp)            |     v0 = *((gp - 8186));
    0x004023e8 lw v0, -0x6fb8(v0)            |     v0 = *((v0 - 7150));
    0x004023ec move a2, s7                   |     a2 = s7;
                                             |     if (v0 != 0) {
    0x004023f0 beqz v0, 0x402424             |         
    0x004023f4 lw a1, -0x7fdc(gp)            |         a1 = *(gp);
    0x004023f8 addiu a0, zero, 0x14          |         a0 = 0x14;
    0x004023fc lw t9, -0x7efc(gp)            |         t9 = sym.iw_message;
                                             |         /* esilref: 'open iapp fifo &s
' */
    0x00402400 addiu a1, a1, 0x7514          |         a1 += 0x7514;
    0x00402404 jalr t9                       |         t9 ();
    0x00402408 move a1, s7                   |         a1 = s7;
    0x0040240c lw gp, 0x10(sp)               |         gp = *(var_10h);
    0x00402410 lw a0, -0x7fe8(gp)            |         a0 = *((gp - 8186));
    0x00402414 lw t9, -0x7f7c(gp)            |         t9 = sym.iw_init_fifo;
    0x00402418 addiu a0, a0, -0x6cc0         |         a0 += -0x6cc0;
    0x0040241c jalr t9                       |         t9 ();
    0x00402420 lw gp, 0x10(sp)               |         gp = *(var_10h);
                                             |     }
    0x00402424 lw s1, -0x7fe8(gp)            |     s1 = *((gp - 8186));
    0x00402428 lw v0, -0x6fbc(s1)            |     v0 = *((s1 - 7151));
                                             |     if (v0 == 0) {
    0x0040242c beqz v0, 0x4024b0             |         goto label_9;
                                             |     }
    0x00402430 nop                           |     
    0x00402434 move s2, zero                 |     s2 = 0;
                                             |     if (v0 <= 0) {
    0x00402438 blez v0, 0x4024b0             |         goto label_9;
                                             |     }
    0x0040243c move s0, zero                 |     s0 = 0;
                                             |     do {
    0x00402440 lw a2, -0x7fe8(gp)            |         a2 = *((gp - 8186));
    0x00402444 addiu a0, sp, 0x18            |         a0 = sp + 0x18;
    0x00402448 lw a1, -0x7fdc(gp)            |         a1 = *(gp);
    0x0040244c addiu s2, s2, 1               |         s2++;
    0x00402450 lw t9, -0x7f68(gp)            |         t9 = sym.imp.sprintf;
    0x00402454 addiu a2, a2, -0x6598         |         a2 += -0x6598;
    0x00402458 addu a2, s0, a2               |         a2 = s0 + a2;
                                             |         /* esilref: '/var/autoconf-&s.fifo' */
    0x0040245c addiu a1, a1, 0x7528          |         a1 += 0x7528;
    0x00402460 jalr t9                       |         t9 ();
    0x00402464 addiu a0, zero, 0x14          |         a0 = 0x14;
    0x00402468 lw gp, 0x10(sp)               |         gp = *(var_10h);
    0x0040246c addiu a2, sp, 0x18            |         a2 = sp + 0x18;
    0x00402470 lw a1, -0x7fdc(gp)            |         a1 = *(gp);
    0x00402474 lw t9, -0x7efc(gp)            |         t9 = sym.iw_message;
                                             |         /* esilref: 'open autoconfig fifo &s
' */
    0x00402478 addiu a1, a1, 0x7540          |         a1 += 0x7540;
    0x0040247c jalr t9                       |         t9 ();
    0x00402480 addiu a0, s4, -0x65a0         |         a0 = s4 + -0x65a0;
    0x00402484 lw gp, 0x10(sp)               |         gp = *(var_10h);
    0x00402488 addu a0, s0, a0               |         a0 = s0 + a0;
    0x0040248c addiu a1, sp, 0x18            |         a1 = sp + 0x18;
    0x00402490 lw t9, -0x7f7c(gp)            |         t9 = sym.iw_init_fifo;
    0x00402494 addiu s0, s0, 0x18            |         s0 += 0x18;
    0x00402498 jalr t9                       |         t9 ();
    0x0040249c lw v0, -0x6fbc(s1)            |         v0 = *((s1 - 7151));
    0x004024a0 lw gp, 0x10(sp)               |         gp = *(var_10h);
    0x004024a4 slt v0, s2, v0                |         v0 = (s2 < v0) ? 1 : 0;
    0x004024a8 bnez v0, 0x402440             |         
                                             |     } while (v0 != 0);
    0x004024ac nop                           |     
                                             | label_9:
    0x004024b0 lw s1, -0x7fe8(gp)            |     s1 = *((gp - 8186));
    0x004024b4 lw v0, -0x6fc0(s1)            |     v0 = *((s1 - 7152));
                                             |     if (v0 == 0) {
    0x004024b8 beqz v0, 0x40253c             |         goto label_10;
                                             |     }
    0x004024bc nop                           |     
    0x004024c0 move s2, zero                 |     s2 = 0;
                                             |     if (v0 <= 0) {
    0x004024c4 blez v0, 0x40253c             |         goto label_10;
                                             |     }
    0x004024c8 move s0, zero                 |     s0 = 0;
                                             |     do {
    0x004024cc lw a2, -0x7fe8(gp)            |         a2 = *((gp - 8186));
    0x004024d0 addiu a0, sp, 0x18            |         a0 = sp + 0x18;
    0x004024d4 lw a1, -0x7fdc(gp)            |         a1 = *(gp);
    0x004024d8 addiu s2, s2, 1               |         s2++;
    0x004024dc lw t9, -0x7f68(gp)            |         t9 = sym.imp.sprintf;
    0x004024e0 addiu a2, a2, -0x64a8         |         a2 += -0x64a8;
    0x004024e4 addu a2, s0, a2               |         a2 = s0 + a2;
                                             |         /* esilref: '/var/wscd-&s.fifo' */
    0x004024e8 addiu a1, a1, 0x755c          |         a1 += 0x755c;
    0x004024ec jalr t9                       |         t9 ();
    0x004024f0 addiu a0, zero, 0x14          |         a0 = 0x14;
    0x004024f4 lw gp, 0x10(sp)               |         gp = *(var_10h);
    0x004024f8 addiu a2, sp, 0x18            |         a2 = sp + 0x18;
    0x004024fc lw a1, -0x7fdc(gp)            |         a1 = *(gp);
    0x00402500 lw t9, -0x7efc(gp)            |         t9 = sym.iw_message;
                                             |         /* esilref: 'open wscd fifo &s
' */
    0x00402504 addiu a1, a1, 0x7570          |         a1 += 0x7570;
    0x00402508 jalr t9                       |         t9 ();
    0x0040250c addiu a0, s5, -0x64b0         |         a0 = s5 + -0x64b0;
    0x00402510 lw gp, 0x10(sp)               |         gp = *(var_10h);
    0x00402514 addu a0, s0, a0               |         a0 = s0 + a0;
    0x00402518 addiu a1, sp, 0x18            |         a1 = sp + 0x18;
    0x0040251c lw t9, -0x7f7c(gp)            |         t9 = sym.iw_init_fifo;
    0x00402520 addiu s0, s0, 0x18            |         s0 += 0x18;
    0x00402524 jalr t9                       |         t9 ();
    0x00402528 lw v0, -0x6fc0(s1)            |         v0 = *((s1 - 7152));
    0x0040252c lw gp, 0x10(sp)               |         gp = *(var_10h);
    0x00402530 slt v0, s2, v0                |         v0 = (s2 < v0) ? 1 : 0;
    0x00402534 bnez v0, 0x4024cc             |         
                                             |     } while (v0 != 0);
    0x00402538 nop                           |     
                                             | label_10:
    0x0040253c lw t9, -0x7ed8(gp)            |     t9 = sym.get_info;
    0x00402540 jalr t9                       |     t9 ();
    0x00402544 nop                           |     
    0x00402548 lw gp, 0x10(sp)               |     gp = *(var_10h);
    0x0040254c lw v1, -0x7fe8(gp)            |     v1 = *((gp - 8186));
    0x00402550 addiu v1, v1, -0x6db0         |     v1 += -0x6db0;
    0x00402554 sw v0, 4(v1)                  |     *((v1 + 1)) = v0;
                                             |     if (v0 <= 0) {
    0x00402558 bgtz v0, 0x4025cc             |         
    0x0040255c lw a0, -0x7fdc(gp)            |         a0 = *(gp);
    0x00402560 lw t9, -0x7ea4(gp)            |         t9 = sym.imp.perror;
                                             |         /* esilref: 'Socket fd return 0' */
    0x00402564 addiu a0, a0, 0x7584          |         a0 += 0x7584;
    0x00402568 jalr t9                       |         t9 ();
    0x0040256c move a0, zero                 |         a0 = 0;
    0x00402570 lw gp, 0x10(sp)               |         gp = *(var_10h);
                                             | label_7:
    0x00402574 lw t9, -0x7f90(gp)            |         t9 = sym.imp.exit;
    0x00402578 jalr t9                       |         t9 ();
    0x0040257c nop                           |         
                                             | label_2:
    0x00402580 lw a0, -0x7fdc(gp)            |         a0 = *(gp);
    0x00402584 addiu a1, zero, 0xa           |         a1 = 0xa;
                                             |         /* esilref: 'Only  &d Wlan interace is supported
' */
    0x00402588 addiu a0, a0, 0x7598          |         a0 += 0x7598;
                                             | label_3:
    0x0040258c jalr t9                       |         t9 ();
    0x00402590 nop                           |         
                                             | label_5:
    0x00402594 lw gp, 0x10(sp)               |         gp = *(var_10h);
    0x00402598 addiu v0, zero, -1            |         v0 = -1;
    0x0040259c lw ra, 0x7c(sp)               |         ra = *(var_7ch);
    0x004025a0 lw fp, 0x78(sp)               |         fp = *(var_78h);
    0x004025a4 lw s7, 0x74(sp)               |         s7 = *(var_74h);
    0x004025a8 lw s6, 0x70(sp)               |         s6 = *(var_70h);
    0x004025ac lw s5, 0x6c(sp)               |         s5 = *(var_6ch);
    0x004025b0 lw s4, 0x68(sp)               |         s4 = *(var_68h);
    0x004025b4 lw s3, 0x64(sp)               |         s3 = *(var_64h);
    0x004025b8 lw s2, 0x60(sp)               |         s2 = *(var_60h);
    0x004025bc lw s1, 0x5c(sp)               |         s1 = *(var_5ch);
    0x004025c0 lw s0, 0x58(sp)               |         s0 = *(var_58h);
    0x004025c4 addiu sp, sp, 0x80            |         
    0x004025c8 jr ra                         |         return v0;
                                             |     }
    0x004025cc lw v0, 0x54(sp)               |     v0 = *(var_54h);
    0x004025d0 move s5, zero                 |     s5 = 0;
                                             |     if (v0 != 0) {
    0x004025d4 bnez v0, 0x4027e8             |         goto label_11;
                                             |     }
    0x004025d8 lw v0, -0x6fb0(fp)            |     v0 = *((fp - 7148));
    0x004025dc move s7, zero                 |     s7 = 0;
    0x004025e0 move s6, zero                 |     s6 = 0;
    0x004025e4 move s2, zero                 |     s2 = 0;
                                             |     if (v0 <= 0) {
    0x004025e8 blez v0, 0x4027d0             |         goto label_12;
                                             |     }
    0x004025ec move s3, zero                 |     s3 = 0;
                                             |     do {
    0x004025f0 lw v0, -0x7fe8(gp)            |         v0 = *((gp - 8186));
    0x004025f4 addiu a2, zero, 5             |         a2 = 5;
    0x004025f8 lw s4, -0x7fdc(gp)            |         s4 = *(gp);
    0x004025fc addiu v0, v0, -0x6668         |         v0 += -0x6668;
    0x00402600 addu s0, s3, v0               |         s0 = s3 + v0;
                                             |         /* esilref: 'wlan0' */
    0x00402604 addiu a0, s4, 0x73d8          |         a0 = s4 + 0x73d8;
    0x00402608 lw t9, -0x7f08(gp)            |         t9 = sym.imp.strncmp;
    0x0040260c move a1, s0                   |         a1 = s0;
    0x00402610 jalr t9                       |         t9 ();
    0x00402614 lw gp, 0x10(sp)               |         gp = *(var_10h);
                                             |         if (v0 == 0) {
    0x00402618 bnez v0, 0x402630             |             
    0x0040261c nop                           |             
                                             |             if (s7 != 0) {
    0x00402620 bnez s7, 0x4027bc             |                 goto label_13;
                                             |             }
    0x00402624 nop                           |             
    0x00402628 addiu s7, zero, 1             |             s7 = 1;
    0x0040262c move s5, zero                 |             s5 = 0;
                                             |         }
    0x00402630 lw s1, -0x7fdc(gp)            |         s1 = *(gp);
    0x00402634 move a1, s0                   |         a1 = s0;
    0x00402638 lw t9, -0x7f08(gp)            |         t9 = sym.imp.strncmp;
    0x0040263c addiu a2, zero, 5             |         a2 = 5;
                                             |         /* esilref: 'wlan1' */
    0x00402640 addiu a0, s1, 0x73e0          |         a0 = s1 + 0x73e0;
    0x00402644 jalr t9                       |         t9 ();
    0x00402648 lw gp, 0x10(sp)               |         gp = *(var_10h);
                                             |         if (v0 == 0) {
    0x0040264c bnez v0, 0x402664             |             
    0x00402650 nop                           |             
                                             |             if (s6 != 0) {
    0x00402654 bnez s6, 0x4027bc             |                 goto label_13;
                                             |             }
    0x00402658 nop                           |             
    0x0040265c addiu s6, zero, 1             |             s6 = 1;
    0x00402660 addiu s5, zero, 1             |             s5 = 1;
                                             |         }
    0x00402664 lw a1, -0x7fdc(gp)            |         a1 = *(gp);
    0x00402668 addiu s0, sp, 0x38            |         s0 = sp + 0x38;
    0x0040266c lw t9, -0x7f68(gp)            |         t9 = sym.imp.sprintf;
    0x00402670 move a0, s0                   |         a0 = s0;
                                             |         /* esilref: '/dev/wl_chr&d' */
    0x00402674 addiu a1, a1, 0x75c0          |         a1 += 0x75c0;
    0x00402678 move a2, s5                   |         a2 = s5;
    0x0040267c jalr t9                       |         t9 ();
    0x00402680 move a0, s0                   |         a0 = s0;
    0x00402684 lw gp, 0x10(sp)               |         gp = *(var_10h);
    0x00402688 addiu a1, zero, 2             |         a1 = 2;
    0x0040268c lw t9, -0x7fac(gp)            |         t9 = sym.imp.open;
    0x00402690 move a2, zero                 |         a2 = 0;
    0x00402694 jalr t9                       |         t9 ();
    0x00402698 lw gp, 0x10(sp)               |         gp = *(var_10h);
    0x0040269c lw s0, -0x7fe8(gp)            |         s0 = *((gp - 8186));
    0x004026a0 sw v0, -0x63c0(s0)            |         *((s0 - 6384)) = v0;
                                             |         if (v0 < 0) {
    0x004026a4 bgez v0, 0x402754             |             
    0x004026a8 lw t9, -0x7ef8(gp)            |             t9 = sym.RegisterPID;
    0x004026ac lw v0, -0x7fe8(gp)            |             v0 = *((gp - 8186));
                                             |             if (s5 == 0) {
    0x004026b0 bnez s5, 0x4026e0             |                 
    0x004026b4 nop                           |                 
    0x004026b8 addiu v0, v0, -0x6db0         |                 v0 += -0x6db0;
    0x004026bc lw a0, 4(v0)                  |                 a0 = *((v0 + 1));
                                             |                 /* esilref: 'wlan0' */
    0x004026c0 addiu a1, s4, 0x73d8          |                 a1 = s4 + 0x73d8;
    0x004026c4 jalr t9                       |                 t9 ();
    0x004026c8 lw gp, 0x10(sp)               |                 gp = *(var_10h);
    0x004026cc move s0, v0                   |                 s0 = v0;
    0x004026d0 lw a0, -0x7fdc(gp)            |                 a0 = *(gp);
    0x004026d4 lw t9, -0x7ea8(gp)            |                 t9 = sym.imp.puts;
                                             |                 /* esilref: 'iwcontrol RegisterPID to (wlan0)' */
    0x004026d8 addiu a0, a0, 0x75d0          |                 a0 += 0x75d0;
    0x004026dc b 0x402704                    |                 
                                             |             } else {
    0x004026e0 addiu v0, v0, -0x6db0         |                 v0 += -0x6db0;
    0x004026e4 lw a0, 4(v0)                  |                 a0 = *((v0 + 1));
                                             |                 /* esilref: 'wlan1' */
    0x004026e8 addiu a1, s1, 0x73e0          |                 a1 = s1 + 0x73e0;
    0x004026ec jalr t9                       |                 t9 ();
    0x004026f0 lw gp, 0x10(sp)               |                 gp = *(var_10h);
    0x004026f4 move s0, v0                   |                 s0 = v0;
    0x004026f8 lw a0, -0x7fdc(gp)            |                 a0 = *(gp);
    0x004026fc lw t9, -0x7ea8(gp)            |                 t9 = sym.imp.puts;
                                             |                 /* esilref: 'iwcontrol RegisterPID to (wlan1)' */
    0x00402700 addiu a0, a0, 0x75f4          |                 a0 += 0x75f4;
                                             |             }
    0x00402704 jalr t9                       |             t9 ();
    0x00402708 nop                           |             
    0x0040270c lw gp, 0x10(sp)               |             gp = *(var_10h);
    0x00402710 move a1, s5                   |             a1 = s5;
                                             |             if (s0 > 0) {
    0x00402714 blez s0, 0x402730             |                 
    0x00402718 lw t9, -0x7f04(gp)            |                 t9 = sym.imp.signal;
    0x0040271c lw a1, -0x7f0c(gp)            |                 a1 = sym.RequestEvent;
    0x00402720 addiu a0, zero, 0x16          |                 a0 = 0x16;
    0x00402724 jalr t9                       |                 t9 ();
    0x00402728 b 0x4027b8                    |                 goto label_14;
    0x0040272c nop                           |                 
                                             |             }
    0x00402730 lw a0, -0x7fdc(gp)            |             a0 = *(gp);
    0x00402734 lw a3, -0x7fdc(gp)            |             a3 = *(gp);
    0x00402738 addiu a2, zero, 0x282         |             a2 = 0x282;
    0x0040273c lw t9, -0x7e74(gp)            |             t9 = sym.imp.printf;
                                             |             /* esilref: 'Warning: unable to open an wl_chr device and PID registration fail.(wlan&d)(&d &s)
' */
    0x00402740 addiu a0, a0, 0x7618          |             a0 += 0x7618;
                                             |             /* esilref: 'main' */
    0x00402744 addiu a3, a3, 0x740c          |             a3 += 0x740c;
    0x00402748 jalr t9                       |             t9 ();
    0x0040274c b 0x4027b8                    |             goto label_14;
    0x00402750 nop                           |             
                                             |         }
    0x00402754 lw t9, -0x7f04(gp)            |         t9 = sym.imp.signal;
    0x00402758 lw a1, -0x7f0c(gp)            |         a1 = sym.RequestEvent;
    0x0040275c addiu a0, zero, 0x16          |         a0 = 0x16;
    0x00402760 jalr t9                       |         t9 ();
    0x00402764 lw gp, 0x10(sp)               |         gp = *(var_10h);
